Spanish	4	76826237	10236
				4)	pode	3946	2929	2.5937685E-5
				5)	podí	5226	1564	1.3849963E-5
			6)	poy	0	0	0.0
				1)	poyo	1117	17319	1.5336796E-4
				2)	poya	1326	14699	1.3016662E-4
				3)	poye	5127	1642	1.4540689E-5
			7)	poc	0	0	0.0
				1)	poco	1321	14774	1.3083078E-4
				2)	poca	4008	2848	2.5220392E-5
				3)	pocr	7960	471	4.1709286E-6
			8)	pob	0	0	0.0
				1)	pobl	1965	9408	8.3312305E-5
				2)	pobr	2139	8393	7.4324E-5
			9)	pot	0	0	0.0
				1)	pote	2789	5637	4.991831E-5
				2)	pota	8746	348	3.0817052E-6
			10)	pop	0	0	0.0
				1)	popu	5365	1448	1.28227275E-5
		4)	pa	0	0	0.0
			1)	par	0	0	0.0
				1)	part	74	97110	8.5995515E-4
				2)	pare	569	29332	2.5974878E-4
				3)	para	1037	18613	1.6482695E-4
				4)	parl	2479	6756	5.9827587E-5
				5)	par_	3247	4336	3.839734E-5
				6)	parc	4090	2693	2.3847793E-5
				7)	pari	4850	1863	1.649775E-5
				8)	paro	5319	1476	1.307068E-5
				9)	pará	5840	1179	1.04406045E-5
				10)	pars	6485	886	7.845951E-6
				11)	parn	7728	522	4.6225578E-6
			2)	paí	0	0	0.0
				1)	país	146	70029	6.2014005E-4
			3)	pac	0	0	0.0
				1)	paci	532	30538	2.7042849E-4
				2)	pact	3373	4010	3.5510453E-5
				3)	pace	4010	2846	2.520268E-5
				4)	pací	4918	1804	1.5975276E-5
			4)	pas	0	0	0.0
				1)	pasa	872	21398	1.8948945E-4
				2)	paso	2131	8434	7.468707E-5
				3)	pas_	4796	1908	1.6896245E-5
				4)	pasi	5697	1255	1.11136205E-5
				5)	pase	6295	970	8.58981E-6
				6)	past	9178	294	2.6035095E-6
				7)	pasó	9989	216	1.9127824E-6
			5)	pap	0	0	0.0
				1)	pape	1709	11112	9.840204E-5
			6)	paz	0	0	0.0
				1)	paz_	1758	10776	9.542659E-5
			7)	pal	0	0	0.0
				1)	pala	1776	10661	9.440821E-5
				2)	pale	2085	8678	7.6847806E-5
				3)	pald	3100	4675	4.1399344E-5
				4)	pal_	3152	4562	4.0398674E-5
				5)	palm	4228	2535	2.2448628E-5
				6)	pali	8475	388	3.435924E-6
			8)	pag	0	0	0.0
				1)	paga	3014	4924	4.3604356E-5
				2)	pago	3890	2996	2.6531003E-5
				3)	pagu	8887	333	2.948873E-6
			9)	pañ	0	0	0.0
				1)	paña	3183	4485	3.9716804E-5
				2)	paño	4034	2799	2.4786474E-5
				3)	pañí	4207	2554	2.2616881E-5
				4)	pañe	6130	1049	9.289392E-6
			10)	pad	0	0	0.0
				1)	pado	3665	3368	2.9825238E-5
				2)	padr	5670	1264	1.119332E-5
				3)	pada	5928	1143	1.01218075E-5
				4)	pade	6990	719	6.3670864E-6
			11)	paq	0	0	0.0
				1)	paqu	3683	3338	2.9559575E-5
			12)	pan	0	0	0.0
				1)	pant	3997	2861	2.5335514E-5
				2)	pan_	4050	2771	2.453852E-5
				3)	pand	6487	885	7.837095E-6
				4)	pans	7426	590	5.22473E-6
				5)	panc	7720	524	4.640269E-6
				6)	pane	8315	409	3.6218892E-6
				7)	pano	8710	353	3.1259826E-6
			13)	pat	0	0	0.0
				1)	patr	4184	2587	2.2909113E-5
				2)	pate	4244	2521	2.2324652E-5
				3)	pati	4658	2048	1.8136012E-5
				4)	patí	7983	468	4.1443623E-6
				5)	pata	9054	309	2.7363417E-6
				6)	pato	9469	264	2.3378452E-6
			14)	pab	0	0	0.0
				1)	pabl	6837	762	6.747872E-6
				2)	pabe	8758	347	3.0728497E-6
				3)	paba	9692	245	2.1695912E-6
			15)	pam	0	0	0.0
				1)	pamo	7270	631	5.5878045E-6
				2)	pami	8583	373	3.303092E-6
			16)	paj	0	0	0.0
				1)	paje	8506	384	3.4005022E-6
			17)	pai	0	0	0.0
				1)	pais	9114	302	2.6743533E-6
			18)	pau	0	0	0.0
				1)	paut	9565	257	2.275857E-6
		5)	pe	0	0	0.0
			1)	pec	0	0	0.0
				1)	pect	211	55435	4.909032E-4
				2)	peci	725	25104	2.2230783E-4
				3)	pecí	2498	6675	5.9110294E-5
				4)	pecc	5661	1267	1.1219887E-5
				5)	pech	5755	1221	1.0812534E-5
				6)	pece	5871	1165	1.0316628E-5
				7)	pecu	6513	871	7.713118E-6
				8)	peca	9431	268	2.3732673E-6
			2)	per	0	0	0.0
				1)	pera	252	48920	4.3320982E-4
				2)	pers	317	42155	3.7330252E-4
				3)	perm	494	32040	2.837294E-4
				4)	peri	1167	16620	1.4717798E-4
				5)	pero	1688	11278	9.987204E-5
				6)	pert	1946	9506	8.4180145E-5
				7)	perí	2655	6072	5.3770444E-5
				8)	perd	3027	4871	4.3135016E-5
				9)	perf	3073	4739	4.1966094E-5
				10)	perc	3376	4007	3.548389E-5
				11)	perv	3591	3538	3.133067E-5
				12)	perj	3819	3101	2.7460826E-5
				13)	pere	4598	2110	1.8685052E-5
				14)	perp	5981	1119	9.909276E-6
				15)	perá	8163	435	3.8521316E-6
				16)	per_	8627	366	3.2411037E-6
				17)	perr	9571	256	2.2670015E-6
			3)	pea	0	0	0.0
				1)	pea_	971	19609	1.73647E-4
				2)	peas	2143	8371	7.412918E-5
				3)	peaj	9496	262	2.3201344E-6
			4)	pet	0	0	0.0
				1)	pete	1131	17183	1.5216361E-4
				2)	peti	1367	14221	1.259337E-4
				3)	peto	2635	6180	5.4726832E-5
				4)	peta	2977	5051	4.4729004E-5
				5)	petr	3909	2975	2.6345037E-5
				6)	petu	6018	1102	9.758733E-6
			5)	pen	0	0	0.0
				1)	pens	1292	15091	1.3363796E-4
				2)	pend	1328	14679	1.2998951E-4
				3)	pena	2385	7235	6.406936E-5
				4)	pen_	6181	1025	9.076862E-6
				5)	pent	7634	541	4.7908115E-6
				6)	pene	9878	226	2.0013372E-6
			6)	peo	0	0	0.0
				1)	peos	1332	14611	1.2938734E-4
				2)	peo_	1357	14355	1.2712034E-4
				3)	peor	4214	2549	2.2572605E-5
			7)	ped	0	0	0.0
				1)	pedi	1462	13130	1.1627238E-4
				2)	pedí	7548	560	4.959066E-6
			8)	pel	0	0	0.0
				1)	pel_	1767	10720	9.4930685E-5
				2)	peli	2371	7298	6.462725E-5
				3)	pele	7364	604	5.3487065E-6
				4)	pela	7462	579	5.1273196E-6
				5)	pelo	8663	358	3.17026E-6
				6)	pelí	8795	342	3.0285723E-6
			9)	pes	0	0	0.0
				1)	pesa	2024	9023	7.9902944E-5
				2)	pesc	2369	7304	6.468039E-5
				3)	pesq	3470	3815	3.3783635E-5
				4)	peso	5555	1332	1.1795492E-5
				5)	pese	6185	1022	9.050295E-6
				6)	pesi	8308	410	3.6307447E-6
				7)	pest	8743	349	3.0905605E-6
				8)	pes_	8886	333	2.948873E-6
			10)	peq	0	0	0.0
				1)	pequ	2100	8610	7.624563E-5
			11)	peñ	0	0	0.0
				1)	peña	2929	5203	4.6075034E-5
				2)	peño	7503	570	5.0476206E-6
				3)	peñe	8775	345	3.0551387E-6
			12)	pez	0	0	0.0
				1)	peza	3106	4663	4.129308E-5
				2)	pezó	9588	255	2.258146E-6
		6)	pl	0	0	0.0
			1)	pli	0	0	0.0
				1)	plic	295	44420	3.9336018E-4
				2)	plia	1085	17765	1.5731751E-4
				3)	plir	3008	4951	4.3843454E-5
				4)	plio	3551	3635	3.218965E-5
				5)	plim	3641	3437	3.0436266E-5
				6)	pliq	4157	2632	2.330761E-5
				7)	plif	4159	2629	2.3281043E-5
				8)	plid	5669	1264	1.119332E-5
				9)	plie	6143	1044	9.2451155E-6
				10)	plin	6528	864	7.65113E-6
				11)	plit	9792	235	2.0810364E-6
			2)	pla	0	0	0.0
				1)	plan	489	32126	2.84491E-4
				2)	plaz	1551	12283	1.087718E-4
				3)	plac	2859	5406	4.7872694E-5
				4)	plau	3792	3145	2.7850469E-5
				5)	pla_	5186	1593	1.4106771E-5
				6)	plar	5879	1161	1.0281206E-5
				7)	plag	6517	870	7.704263E-6
				8)	plat	6647	819	7.2526336E-6
				9)	plad	6698	799	7.075524E-6
				10)	plas	7353	607	5.3752733E-6
				11)	plam	8967	321	2.8426073E-6
				12)	play	10072	210	1.8596496E-6
			3)	plo	0	0	0.0
				1)	plo_	1139	17062	1.5109211E-4
				2)	plot	3492	3774	3.342056E-5
				3)	plos	4670	2027	1.7950048E-5
				4)	plom	4847	1866	1.6524316E-5
				5)	plor	6495	880	7.792818E-6
			4)	ple	0	0	0.0
				1)	plen	1644	11571	1.024667E-4
				2)	plem	2175	8170	7.234923E-5
				3)	plet	2473	6776	6.0004695E-5
				4)	pleo	3203	4451	3.9415718E-5
				5)	plej	3935	2941	2.604395E-5
				6)	ple_	3969	2895	2.5636598E-5
				7)	plea	4042	2777	2.4591653E-5
				8)	ples	6567	849	7.518298E-6
				9)	pleg	8081	447	3.958397E-6
			5)	plu	0	0	0.0
				1)	plur	5309	1490	1.3194657E-5
			6)	plí	0	0	0.0
				1)	plíc	5684	1260	1.1157898E-5
				2)	plía	8047	454	4.0203854E-6
				3)	plíe	9203	291	2.5769432E-6
			7)	plá	0	0	0.0
				1)	plát	8456	389	3.4447796E-6
				2)	plác	10022	215	1.903927E-6
			8)	plé	0	0	0.0
				1)	plén	10021	215	1.903927E-6
		7)	pú	0	0	0.0
			1)	púb	0	0	0.0
				1)	públ	1033	18664	1.6527857E-4
		8)	pi	0	0	0.0
			1)	pio	0	0	0.0
				1)	pio_	1119	17294	1.5314658E-4
				2)	pios	1721	11042	9.778215E-5
				3)	pion	8811	341	3.0197168E-6
			2)	pin	0	0	0.0
				1)	pini	1129	17203	1.5234073E-4
				2)	pina	5570	1321	1.1698082E-5
				3)	pino	6305	965	8.545533E-6
				4)	ping	6402	918	8.129326E-6
				5)	pint	9564	257	2.275857E-6
			3)	pie	0	0	0.0
				1)	pien	2559	6428	5.6922992E-5
				2)	pied	4238	2528	2.238664E-5
				3)	piez	5434	1403	1.2424231E-5
				4)	pier	5799	1192	1.0555726E-5
				5)	pie_	5953	1128	9.988976E-6
				6)	piet	7458	580	5.1361753E-6
				7)	piec	8491	385	3.4093578E-6
				8)	piel	9184	293	2.594654E-6
			4)	pid	0	0	0.0
				1)	pida	2573	6369	5.6400517E-5
				2)	pido	2682	5999	5.3123993E-5
				3)	pide	2815	5526	4.893535E-5
				4)	pidi	4901	1818	1.6099253E-5
			5)	pia	0	0	0.0
				1)	pia_	2629	6202	5.4921653E-5
				2)	pias	4096	2684	2.3768094E-5
				3)	piad	4264	2499	2.212983E-5
				4)	piar	9774	237	2.0987475E-6
				5)	piam	9988	216	1.9127824E-6
			6)	pit	0	0	0.0
				1)	pita	2699	5934	5.2548385E-5
				2)	pito	6623	829	7.3411884E-6
				3)	pite	8566	375	3.320803E-6
				4)	piti	9868	227	2.0101927E-6
			7)	pir	0	0	0.0
				1)	pira	3549	3638	3.2216216E-5
				2)	piri	9922	222	1.9659153E-6
			8)	pil	0	0	0.0
				1)	pila	3977	2880	2.5503767E-5
				2)	pilo	7039	704	6.234254E-6
				3)	pilf	9923	222	1.9659153E-6
			9)	pié	0	0	0.0
				1)	pié_	4085	2702	2.3927492E-5
			10)	pic	0	0	0.0
				1)	pici	6190	1021	9.04144E-6
				2)	pica	7189	655	5.8003357E-6
				3)	pico	7703	528	4.6756904E-6
			11)	pis	0	0	0.0
				1)	pist	7461	579	5.1273196E-6
				2)	piso	8442	391	3.4624907E-6
		9)	pt	0	0	0.0
			1)	pta	0	0	0.0
				1)	ptar	1282	15173	1.3436412E-4
				2)	ptad	2063	8828	7.817613E-5
				3)	ptab	2922	5221	4.6234432E-5
				4)	ptac	4657	2051	1.8162578E-5
				5)	pta_	5269	1519	1.3451466E-5
				6)	ptan	5353	1455	1.2884716E-5
				7)	ptam	6315	962	8.518967E-6
			2)	pto	0	0	0.0
				1)	pto_	3487	3789	3.3553395E-5
				2)	ptos	6809	769	6.8098598E-6
				3)	ptor	8558	376	3.3296585E-6
			3)	pti	0	0	0.0
				1)	ptie	3944	2932	2.5964251E-5
				2)	ptim	4988	1741	1.5417381E-5
				3)	ptic	6010	1104	9.776444E-6
				4)	ptib	8140	439	3.8875532E-6
				5)	ptiv	8899	330	2.9223065E-6
				6)	ptit	9468	264	2.3378452E-6
			4)	pte	0	0	0.0
				1)	pten	4928	1794	1.588672E-5
				2)	pte_	5046	1686	1.49303305E-5
				3)	ptem	8636	365	3.2322482E-6
			5)	ptu	0	0	0.0
				1)	ptur	5360	1451	1.2849294E-5
			6)	ptó	0	0	0.0
				1)	ptó_	5587	1313	1.1627239E-5
		10)	pc	0	0	0.0
			1)	pci	0	0	0.0
				1)	pció	1865	10186	9.0201866E-5
				2)	pcio	2897	5303	4.696058E-5
		11)	pí	0	0	0.0
			1)	pír	0	0	0.0
				1)	píri	4105	2677	2.3706105E-5
			2)	pít	0	0	0.0
				1)	pítu	5520	1351	1.1963746E-5
		12)	pé	0	0	0.0
			1)	pér	0	0	0.0
				1)	pérd	4579	2121	1.8782463E-5
			2)	péu	0	0	0.0
				1)	péut	9666	247	2.1873022E-6
		13)	pó	0	0	0.0
			1)	pós	0	0	0.0
				1)	pósi	4802	1906	1.6878535E-5
			2)	póc	0	0	0.0
				1)	pócr	8953	323	2.8603183E-6
			3)	pót	0	0	0.0
				1)	póte	10124	206	1.8242278E-6
		14)	pá	0	0	0.0
			1)	pág	0	0	0.0
				1)	pági	6580	845	7.482876E-6
			2)	pár	0	0	0.0
				1)	párr	6822	765	6.774438E-6
		15)	ps	0	0	0.0
			1)	psi	0	0	0.0
				1)	psic	7951	473	4.1886397E-6
			2)	pso	0	0	0.0
				1)	pso_	9877	226	2.0013372E-6
	16)	s	0	0	0.0
		1)	st	0	0	0.0
			1)	sta	0	0	0.0
				1)	sta_	75	96930	8.5836113E-4
				2)	star	315	42283	3.7443603E-4
				3)	stas	364	38467	3.4064354E-4
				4)	stan	555	29764	2.6357436E-4
				5)	stab	584	28696	2.541167E-4
				6)	stad	1617	11759	1.04131526E-4
				7)	stac	1910	9781	8.66154E-5
				8)	stat	2586	6329	5.6046298E-5
				9)	stal	3334	4119	3.64757E-5
				10)	stam	3661	3374	2.987837E-5
				11)	stau	5506	1359	1.203459E-5
			2)	sto	0	0	0.0
				1)	sto_	86	89470	7.9229934E-4
				2)	stos	306	42998	3.8076768E-4
				3)	stor	2783	5661	5.0130842E-5
			3)	str	0	0	0.0
				1)	stra	119	78826	6.9804164E-4
				2)	stro	248	49610	4.393201E-4
				3)	stru	424	34799	3.0816166E-4
				4)	stri	869	21442	1.8987908E-4
				5)	stre	2167	8276	7.3287905E-5
				6)	stró	6410	916	8.111615E-6
				7)	strí	8438	391	3.4624907E-6
			4)	stá	0	0	0.0
				1)	stá_	335	41067	3.636678E-4
				2)	stán	817	22749	2.014532E-4
				3)	stác	4297	2447	2.1669346E-5
				4)	stáb	8453	390	3.4536351E-6
			5)	sti	0	0	0.0
				1)	stió	400	35948	3.183366E-4
				2)	stit	402	35794	3.1697284E-4
				3)	stin	921	20550	1.8198001E-4
				4)	stio	1165	16644	1.4739051E-4
				5)	stig	1257	15546	1.3766722E-4
				6)	stic	1420	13569	1.2015994E-4
				7)	stim	2646	6126	5.4248638E-5
				8)	stir	2996	5002	4.4295084E-5
				9)	stif	3072	4741	4.1983803E-5
				10)	stie	4875	1848	1.6364917E-5
				11)	stia	4987	1742	1.5426236E-5
				12)	stid	5068	1676	1.4841776E-5
				13)	stib	5163	1616	1.4310447E-5
				14)	stiv	5180	1597	1.4142193E-5
				15)	stil	5295	1500	1.3283212E-5
				16)	stip	6916	739	6.544196E-6
			6)	ste	0	0	0.0
				1)	sten	546	30246	2.678427E-4
				2)	ste_	765	23953	2.1211518E-4
				3)	stem	805	22988	2.0356965E-4
				4)	sted	905	20820	1.8437098E-4
				5)	stes	3033	4849	4.2940195E-5
				6)	ster	3038	4834	4.2807365E-5
				7)	stec	6406	917	8.12047E-6
				8)	stel	10016	215	1.903927E-6
			7)	stu	0	0	0.0
				1)	stud	2187	8090	7.164079E-5
				2)	stur	3567	3604	3.191513E-5
				3)	stuv	4485	2226	1.9712286E-5
				4)	stum	6380	926	8.20017E-6
				5)	stup	7791	510	4.516292E-6
			8)	sté	0	0	0.0
				1)	sté_	3304	4179	3.700703E-5
				2)	stén	4071	2731	2.41843E-5
			9)	stó	0	0	0.0
				1)	stór	4043	2776	2.4582798E-5
				2)	stó_	7111	679	6.0128673E-6
			10)	stí	0	0	0.0
				1)	stía	6440	902	7.987638E-6
				2)	stím	8367	402	3.5599007E-6
		2)	si	0	0	0.0
			1)	sió	0	0	0.0
				1)	sión	87	89090	7.8893424E-4
			2)	sio	0	0	0.0
				1)	sion	278	46474	4.1154932E-4
			3)	sis	0	0	0.0
				1)	sist	361	38841	3.439555E-4
				2)	sis_	1715	11074	9.8065524E-5
			4)	sid	0	0	0.0
				1)	side	374	37169	3.2914913E-4
				2)	sido	815	22815	2.0203766E-4
				3)	sida	867	21461	1.9004734E-4
				4)	sidi	3729	3268	2.893969E-5
				5)	sidu	3818	3102	2.7469683E-5
			5)	sib	0	0	0.0
				1)	sibl	602	28062	2.4850233E-4
				2)	sibi	1593	11927	1.0561925E-4
			6)	sit	0	0	0.0
				1)	situ	649	26801	2.3733558E-4
				2)	sita	974	19566	1.7326622E-4
				3)	siti	1590	11974	1.06035455E-4
				4)	sito	2326	7499	6.640721E-5
				5)	sitú	6997	715	6.3316643E-6
				6)	site	7719	524	4.640269E-6
			7)	sic	0	0	0.0
				1)	sici	651	26780	2.3714961E-4
				2)	sica	3479	3799	3.3641947E-5
				3)	sico	3800	3138	2.778848E-5
			8)	sig	0	0	0.0
				1)	sigu	751	24303	2.152146E-4
				2)	sign	1147	16877	1.4945384E-4
				3)	siga	3360	4040	3.5776116E-5
				4)	sigl	4635	2069	1.8321976E-5
				5)	sigo	7726	522	4.6225578E-6
			9)	sin	0	0	0.0
				1)	sino	772	23818	2.109197E-4
				2)	sinc	3745	3235	2.864746E-5
				3)	sina	4708	1990	1.7622395E-5
				4)	sind	5507	1359	1.203459E-5
				5)	sint	6637	823	7.2880557E-6
				6)	sine	8010	461	4.082374E-6
				7)	sing	8907	329	2.9134512E-6
			10)	sie	0	0	0.0
				1)	sier	1100	17560	1.5550213E-4
				2)	siem	1789	10615	9.400086E-5
				3)	sien	3692	3326	2.945331E-5
			11)	sim	0	0	0.0
				1)	simi	1780	10644	9.425767E-5
				2)	simp	2031	9014	7.982325E-5
				3)	simo	4970	1760	1.5585636E-5
				4)	sima	6109	1059	9.377947E-6
				5)	simu	7073	692	6.1279884E-6
				6)	simb	7226	644	5.7029256E-6
			12)	siv	0	0	0.0
				1)	siva	2019	9051	8.01509E-5
				2)	sivo	3231	4382	3.880469E-5
				3)	sivi	9127	300	2.6566424E-6
				4)	sive	9835	230	2.0367593E-6
			13)	sia	0	0	0.0
				1)	siad	2340	7456	6.602642E-5
				2)	sias	5547	1336	1.1830914E-5
				3)	sia_	6694	801	7.093235E-6
			14)	sif	0	0	0.0
				1)	sifi	3496	3761	3.330544E-5
			15)	sil	0	0	0.0
				1)	silo	3914	2966	2.6265338E-5
				2)	sile	5078	1670	1.4788643E-5
				3)	sill	8157	436	3.860987E-6
				4)	silv	8433	392	3.471346E-6
			16)	siq	0	0	0.0
				1)	siqu	4342	2386	2.1129163E-5
			17)	sir	0	0	0.0
				1)	sirv	4496	2215	1.9614876E-5
				2)	siri	8693	355	3.1436934E-6
			18)	siá	0	0	0.0
				1)	siát	7412	593	5.2512964E-6
			19)	sié	0	0	0.0
				1)	siér	7466	578	5.1184643E-6
			20)	sip	0	0	0.0
				1)	sipa	10019	215	1.903927E-6
		3)	sp	0	0	0.0
			1)	spe	0	0	0.0
				1)	spec	90	88741	7.858437E-4
				2)	sper	498	31995	2.833309E-4
				3)	spet	1424	13530	1.1981457E-4
				4)	spen	3506	3746	3.3172608E-5
				5)	sped	9085	306	2.7097753E-6
				6)	spej	9847	228	2.0190482E-6
			2)	spo	0	0	0.0
				1)	spon	331	41290	3.6564254E-4
				2)	spor	1701	11197	9.915475E-5
				3)	spos	1992	9189	8.137296E-5
			3)	spu	0	0	0.0
				1)	spue	1191	16183	1.4330815E-4
				2)	spué	1741	10906	9.657781E-5
				3)	sput	7589	549	4.8616557E-6
			4)	spa	0	0	0.0
				1)	spar	2185	8096	7.1693925E-5
				2)	spac	3095	4685	4.14879E-5
				3)	spal	3099	4677	4.1417054E-5
				4)	spañ	3996	2861	2.5335514E-5
				5)	spas	8676	356	3.152549E-6
				6)	span	9218	290	2.5680877E-6
			5)	spi	0	0	0.0
				1)	spir	3645	3428	3.0356567E-5
				2)	spit	7439	586	5.189308E-6
				3)	spid	7650	538	4.764245E-6
				4)	spic	8569	374	3.3119475E-6
				5)	spie	9605	253	2.2404352E-6
				6)	spin	9829	231	2.0456146E-6
				7)	spil	9874	226	2.0013372E-6
			6)	spí	0	0	0.0
				1)	spír	4133	2651	2.3475863E-5
			7)	spl	0	0	0.0
				1)	spla	4524	2186	1.9358067E-5
				2)	spli	8246	421	3.7281548E-6
				3)	sple	8382	400	3.54219E-6
				4)	splé	10017	215	1.903927E-6
			8)	spr	0	0	0.0
				1)	spre	5440	1399	1.2388809E-5
				2)	spro	7485	573	5.074187E-6
				3)	spru	8472	388	3.435924E-6
		4)	se	0	0	0.0
			1)	señ	0	0	0.0
				1)	seño	94	86350	7.6467026E-4
				2)	seña	1388	13910	1.2317965E-4
			2)	seg	0	0	0.0
				1)	segu	109	81301	7.199589E-4
				2)	segú	2711	5883	5.209676E-5
				3)	segm	9867	227	2.0101927E-6
			3)	ses	0	0	0.0
				1)	ses_	147	69450	6.150127E-4
				2)	sesi	2160	8304	7.353586E-5
				3)	seso	6606	834	7.385466E-6
				4)	sesp	6832	763	6.756727E-6
				5)	sest	7590	549	4.8616557E-6
				6)	sese	9486	263	2.32899E-6
			4)	sen	0	0	0.0
				1)	sent	160	65156	5.769873E-4
				2)	senc	1190	16193	1.433967E-4
				3)	sens	2336	7467	6.612383E-5
				4)	sen_	3943	2932	2.5964251E-5
				5)	seno	4896	1822	1.6134674E-5
				6)	send	8952	323	2.8603183E-6
				7)	sena	9664	247	2.1873022E-6
			5)	ser	0	0	0.0
				1)	serv	366	38403	3.400768E-4
				2)	será	1431	13459	1.1918583E-4
				3)	seri	1597	11904	1.0541557E-4
				4)	serí	1771	10671	9.449677E-5
				5)	sere	4316	2419	2.1421392E-5
				6)	serb	7014	709	6.2785316E-6
				7)	sert	8096	445	3.9406864E-6
				8)	sero	8788	343	3.0374279E-6
				9)	ser_	9237	288	2.5503766E-6
				10)	serl	9314	280	2.479533E-6
				11)	seré	9362	276	2.444111E-6
				12)	sera	9773	237	2.0987475E-6
			6)	sea	0	0	0.0
				1)	sea_	915	20691	1.8322862E-4
				2)	sean	2032	9006	7.9752404E-5
				3)	seam	3829	3087	2.733685E-5
				4)	sear	4446	2270	2.0101927E-5
				5)	seab	5642	1276	1.1299586E-5
				6)	sead	6434	906	8.02306E-6
			7)	sec	0	0	0.0
				1)	sect	1015	18843	1.6686371E-4
				2)	secu	1387	13921	1.2327706E-4
				3)	secr	5023	1710	1.5142861E-5
				4)	sech	6854	757	6.7035944E-6
				5)	secc	7628	542	4.7996673E-6
				6)	seca	9776	236	2.089892E-6
				7)	seco	10158	204	1.8065168E-6
			8)	sem	0	0	0.0
				1)	semp	2252	7755	6.8674206E-5
				2)	sema	2413	7063	6.254622E-5
				3)	seme	5079	1670	1.4788643E-5
				4)	semo	5718	1244	1.101621E-5
				5)	semi	5763	1217	1.0777113E-5
				6)	semb	6418	913	8.085049E-6
			9)	seo	0	0	0.0
				1)	seo_	2566	6390	5.6586483E-5
				2)	seos	5888	1158	1.0254639E-5
			10)	sep	0	0	0.0
				1)	sepa	3592	3531	3.1268683E-5
				2)	sept	3660	3376	2.9896082E-5
			11)	sei	0	0	0.0
				1)	seis	3917	2964	2.6247626E-5
			12)	sex	0	0	0.0
				1)	sexu	4470	2241	1.9845118E-5
				2)	sexo	6892	746	6.606184E-6
				3)	sext	8197	429	3.7989987E-6
			13)	sel	0	0	0.0
				1)	sele	5183	1594	1.4115627E-5
				2)	selo	8252	420	3.7192992E-6
				3)	sell	9814	232	2.05447E-6
				4)	sela	10098	208	1.8419387E-6
			14)	seq	0	0	0.0
				1)	sequ	5300	1497	1.3256646E-5
			15)	sej	0	0	0.0
				1)	sejo	6021	1101	9.749878E-6
				2)	seja	7994	465	4.117796E-6
			16)	seu	0	0	0.0
				1)	seur	6381	926	8.20017E-6
			17)	sed	0	0	0.0
				1)	sede	6421	912	8.076193E-6
			18)	sev	0	0	0.0
				1)	seve	6710	795	7.0401024E-6
			19)	see	0	0	0.0
				1)	seen	6777	777	6.880704E-6
				2)	see_	6973	722	6.3936527E-6
			20)	sez	0	0	0.0
				1)	sez_	7533	563	4.985632E-6
			21)	set	0	0	0.0
				1)	sete	10167	204	1.8065168E-6
		5)	so	0	0	0.0
			1)	sos	0	0	0.0
				1)	sos_	217	54346	4.8125963E-4
				2)	sost	2241	7805	6.911698E-5
				3)	sosp	5859	1170	1.0360905E-5
			2)	soc	0	0	0.0
				1)	soci	283	45862	4.0612978E-4
				2)	soca	6507	874	7.739684E-6
			3)	sol	0	0	0.0
				1)	solu	480	32385	2.8678455E-4
				2)	soli	1172	16517	1.4626587E-4
				3)	solv	2765	5729	5.0733015E-5
				4)	sola	4321	2409	2.1332839E-5
				5)	sold	6616	831	7.3588994E-6
				6)	sole	6622	829	7.3411884E-6
				7)	solo	7891	486	4.3037608E-6
				8)	solí	9985	216	1.9127824E-6
				9)	sol_	10018	215	1.903927E-6
			4)	son	0	0	0.0
				1)	sona	481	32235	2.8545622E-4
			5)	som	0	0	0.0
				1)	some	3499	3757	3.327002E-5
				2)	somb	6524	867	7.677697E-6
			6)	sor	0	0	0.0
				1)	sorp	4112	2668	2.3626406E-5
				2)	sore	4195	2572	2.2776281E-5
				3)	sor_	5378	1441	1.2760739E-5
				4)	sora	5631	1285	1.1379285E-5
				5)	sori	6450	897	7.94336E-6
				6)	sorb	8409	395	3.4979125E-6
				7)	sorc	8792	342	3.0285723E-6
				8)	sord	9370	275	2.4352555E-6
			7)	sob	0	0	0.0
				1)	sobr	4152	2635	2.3334176E-5
				2)	sobe	4694	2003	1.7737515E-5
			8)	sot	0	0	0.0
				1)	sotr	4806	1901	1.6834258E-5
				2)	sote	10070	210	1.8596496E-6
			9)	sop	0	0	0.0
				1)	sopo	5839	1179	1.04406045E-5
				2)	sope	10090	209	1.8507942E-6
			10)	sof	0	0	0.0
				1)	sofí	8022	459	4.064663E-6
				2)	soft	9098	303	2.6832088E-6
			11)	sov	0	0	0.0
				1)	sovi	8230	423	3.7458658E-6
			12)	sod	0	0	0.0
				1)	sodu	9663	247	2.1873022E-6
		6)	sm	0	0	0.0
			1)	smo	0	0	0.0
				1)	smo_	243	50196	4.445094E-4
				2)	smos	1980	9304	8.2391336E-5
			2)	sma	0	0	0.0
				1)	sma_	2341	7454	6.600871E-5
				2)	smas	4092	2690	2.3821227E-5
				3)	sman	6555	855	7.5714306E-6
			3)	smi	0	0	0.0
				1)	smit	4232	2532	2.2422062E-5
				2)	smin	5160	1619	1.4337013E-5
				3)	smis	6605	834	7.385466E-6
			4)	smé	0	0	0.0
				1)	smét	8837	338	2.9931505E-6
		7)	sa	0	0	0.0
			1)	sas	0	0	0.0
				1)	sas_	281	46106	4.082905E-4
				2)	sast	5042	1690	1.4965752E-5
			2)	sar	0	0	0.0
				1)	sarr	393	36287	3.213386E-4
				2)	sari	562	29452	2.6081144E-4
				3)	sar_	787	23420	2.0739522E-4
