English	4	128173779	11379
				5)	refr	6109	1620	8.2615115E-6
				6)	refi	7637	837	4.268448E-6
			13)	rev	0	0	0.0
				1)	reve	1197	28304	1.4434187E-4
				2)	revi	1282	26474	1.3500942E-4
				3)	reva	5183	2474	1.2616654E-5
				4)	revo	5430	2187	1.1153041E-5
			14)	rei	0	0	0.0
				1)	reig	2031	15771	8.0427344E-5
				2)	rein	3436	6616	3.3739605E-5
				3)	reit	4961	2785	1.420266E-5
				4)	reim	7711	814	4.151155E-6
			15)	rej	0	0	0.0
				1)	reje	2657	10550	5.380182E-5
				2)	reju	6424	1407	7.1752756E-6
				3)	rejo	9582	383	1.9531844E-6
			16)	ret	0	0	0.0
				1)	rete	2939	8809	4.4923243E-5
				2)	reta	3093	8053	4.1067873E-5
				3)	retu	3113	7925	4.041511E-5
				4)	ret_	3319	7049	3.5947774E-5
				5)	rett	4255	4233	2.1587024E-5
				6)	reti	4687	3208	1.6359832E-5
				7)	retr	6395	1425	7.2670705E-6
				8)	retc	8040	712	3.6309855E-6
				9)	rets	8123	682	3.4779944E-6
				10)	rety	8129	680	3.467795E-6
				11)	reth	8315	631	3.2179098E-6
			17)	reh	0	0	0.0
				1)	rehe	3367	6873	3.5050227E-5
				2)	reha	6974	1115	5.686164E-6
				3)	reho	7980	729	3.7176803E-6
			18)	reb	0	0	0.0
				1)	reby	3708	5677	2.8950988E-5
				2)	rebu	7130	1041	5.308786E-6
				3)	rebe	8393	609	3.1057164E-6
				4)	reba	9029	472	2.4070578E-6
				5)	rebo	9480	399	2.0347798E-6
			19)	rer	0	0	0.0
				1)	rer_	4337	4023	2.0516087E-5
				2)	rers	4577	3420	1.7440969E-5
				3)	rere	6307	1471	7.5016565E-6
				4)	rero	8149	675	3.4422965E-6
			20)	rew	0	0	0.0
				1)	rew_	6285	1483	7.562853E-6
				2)	rewa	7400	931	4.7478193E-6
				3)	rewo	10059	318	1.6217041E-6
				4)	rews	10200	302	1.540109E-6
			21)	reu	0	0	0.0
				1)	reun	7083	1061	5.41078E-6
				2)	reus	9149	451	2.299964E-6
			22)	reo	0	0	0.0
				1)	reor	7451	907	4.6254268E-6
				2)	reop	7816	781	3.9828647E-6
				3)	reoc	9820	347	1.7695954E-6
				4)	reot	9865	342	1.744097E-6
				5)	reof	10392	282	1.438115E-6
			23)	rey	0	0	0.0
				1)	rey_	8766	523	2.6671423E-6
		3)	ri	0	0	0.0
			1)	rie	0	0	0.0
				1)	ries	122	115960	5.91361E-4
				2)	rien	1573	21369	1.0897546E-4
				3)	ried	2275	13659	6.965678E-5
				4)	rief	3748	5557	2.8339025E-5
				5)	rier	4276	4188	2.1357537E-5
				6)	riet	6177	1568	7.996327E-6
				7)	riev	10195	303	1.5452086E-6
			2)	rin	0	0	0.0
				1)	ring	129	112793	5.752103E-4
				2)	rinc	1071	31823	1.622877E-4
				3)	rine	4485	3653	1.8629198E-5
				4)	rins	5201	2457	1.2529959E-5
				5)	rink	5682	1972	1.0056606E-5
				6)	rint	5894	1808	9.220255E-6
				7)	rina	7302	968	4.936508E-6
			3)	rig	0	0	0.0
				1)	righ	161	103917	5.2994536E-4
				2)	rigi	2499	11702	5.9676673E-5
				3)	rigo	5486	2137	1.0898056E-5
				4)	rigg	7563	863	4.40104E-6
				5)	rige	10572	262	1.336121E-6
				6)	riga	10901	235	1.1984291E-6
			4)	rit	0	0	0.0
				1)	rity	223	83152	4.2405014E-4
				2)	riti	387	62148	3.1693606E-4
				3)	rite	2459	12090	6.165536E-5
				4)	rito	3066	8142	4.1521747E-5
				5)	rit_	3725	5636	2.87419E-5
				6)	ritt	4173	4419	2.2535567E-5
				7)	rita	4477	3674	1.8736293E-5
				8)	rits	7010	1096	5.5892697E-6
				9)	ritu	9385	412	2.1010758E-6
			5)	rio	0	0	0.0
				1)	riou	785	40914	2.0864907E-4
				2)	rior	1396	23979	1.2228567E-4
				3)	riod	2178	14395	7.341016E-5
				4)	rion	6666	1273	6.4919163E-6
				5)	rio_	7686	820	4.181753E-6
				6)	riot	8326	628	3.2026107E-6
				7)	rios	9469	401	2.044979E-6
			6)	rib	0	0	0.0
				1)	ribu	1048	32430	1.6538323E-4
				2)	ribe	3712	5665	2.8889792E-5
				3)	ribl	5568	2068	1.0546177E-5
				4)	ribi	9114	456	2.3254624E-6
			7)	ris	0	0	0.0
				1)	risi	1245	27296	1.3920137E-4
				2)	rise	1286	26258	1.3390789E-4
				3)	risk	1826	18113	9.237084E-5
				4)	rism	2222	14069	7.174766E-5
				5)	rist	2918	8951	4.56474E-5
				6)	riso	3158	7700	3.9267677E-5
				7)	risa	5055	2649	1.3509101E-5
				8)	risd	6393	1426	7.27217E-6
				9)	rish	6537	1335	6.8080976E-6
				10)	risy	7835	776	3.957366E-6
			8)	ria	0	0	0.0
				1)	rial	1584	21202	1.0812381E-4
				2)	riat	1737	19142	9.761843E-5
				3)	rian	2681	10336	5.2710486E-5
				4)	ria_	2682	10334	5.2700285E-5
				5)	riag	7507	886	4.518333E-6
				6)	riab	8987	480	2.4478552E-6
			9)	ric	0	0	0.0
				1)	ricu	1612	20801	1.0607883E-4
				2)	rict	2035	15695	8.003977E-5
				3)	rice	2173	14427	7.357335E-5
				4)	ric_	3521	6271	3.198021E-5
				5)	rica	3872	5197	2.6503134E-5
				6)	rich	4438	3797	1.9363555E-5
				7)	rici	4706	3178	1.6206843E-5
				8)	rick	7575	861	4.3908403E-6
			10)	rim	0	0	0.0
				1)	rimi	1849	17897	9.126931E-5
				2)	rime	2079	15160	7.731143E-5
				3)	rima	3726	5632	2.8721503E-5
				4)	rim_	6236	1526	7.78214E-6
				5)	rimp	10877	237	1.2086285E-6
				6)	rimo	11066	222	1.1321331E-6
			11)	riv	0	0	0.0
				1)	riva	2473	11907	6.072211E-5
				2)	rive	2537	11432	5.8299753E-5
				3)	rivi	3604	6009	3.064409E-5
			12)	ril	0	0	0.0
				1)	rily	3298	7132	3.637105E-5
				2)	rill	7468	903	4.6050277E-6
			13)	rif	0	0	0.0
				1)	rifi	3626	5947	3.0327907E-5
				2)	rify	4408	3872	1.9746032E-5
				3)	riff	5821	1859	9.48034E-6
				4)	rift	7884	761	3.8808707E-6
				5)	rifo	11305	205	1.0454382E-6
				6)	rife	11325	203	1.0352388E-6
			14)	rik	0	0	0.0
				1)	rike	5188	2468	1.2586056E-5
				2)	riki	8200	659	3.3607014E-6
			15)	riu	0	0	0.0
				1)	rium	5958	1738	8.863276E-6
			16)	riz	0	0	0.0
				1)	rizo	6341	1457	7.4302607E-6
				2)	rize	6504	1356	6.915191E-6
				3)	riza	9739	358	1.825692E-6
			17)	rip	0	0	0.0
				1)	ript	6342	1457	7.4302607E-6
				2)	riph	7069	1068	5.446478E-6
				3)	rip_	8010	722	3.6819824E-6
				4)	rips	8388	610	3.1108161E-6
				5)	ripp	9276	430	2.1928704E-6
				6)	ripa	10115	312	1.591106E-6
			18)	rid	0	0	0.0
				1)	ridg	6468	1383	7.052883E-6
				2)	ride	6582	1313	6.695904E-6
				3)	ridi	6707	1251	6.379723E-6
				4)	rid_	6810	1197	6.1043393E-6
				5)	rido	8662	549	2.7997346E-6
				6)	ridl	10969	231	1.1780304E-6
		4)	ro	0	0	0.0
			1)	rop	0	0	0.0
				1)	ropo	151	106537	5.433066E-4
				2)	rope	1317	25505	1.3006781E-4
				3)	ropr	1869	17691	9.021877E-5
				4)	rop_	5858	1832	9.342648E-6
				5)	roph	6041	1672	8.526696E-6
				6)	rops	6213	1540	7.853536E-6
				7)	ropa	7255	989	5.043602E-6
				8)	ropp	8232	651	3.3199037E-6
				9)	ropi	9209	441	2.2489671E-6
				10)	ropl	9851	343	1.7491966E-6
			2)	rod	0	0	0.0
				1)	rodu	250	78217	3.9888313E-4
				2)	rode	8950	486	2.4784536E-6
			3)	roc	0	0	0.0
				1)	roce	345	66079	3.3698298E-4
				2)	rocu	6014	1690	8.618491E-6
				3)	roci	6650	1281	6.532714E-6
				4)	roca	7808	783	3.993064E-6
				5)	rocl	7865	768	3.9165684E-6
				6)	rock	8223	653	3.3301033E-6
				7)	roch	8742	530	2.7028402E-6
				8)	rocr	9468	401	2.044979E-6
			4)	rov	0	0	0.0
				1)	rovi	360	64318	3.280024E-4
				2)	rove	671	44856	2.2875208E-4
				3)	rova	4227	4303	2.1944003E-5
				4)	rovo	6658	1277	6.512315E-6
			5)	rog	0	0	0.0
				1)	rogr	399	61540	3.1383545E-4
				2)	roga	4718	3160	1.6115047E-5
				3)	roge	8009	722	3.6819824E-6
			6)	rob	0	0	0.0
				1)	robl	465	57402	2.927329E-4
				2)	roba	3903	5124	2.6130856E-5
				3)	robu	7876	765	3.9012693E-6
				4)	robb	10689	252	1.2851241E-6
				5)	robi	10876	237	1.2086285E-6
			7)	rot	0	0	0.0
				1)	rote	600	48808	2.489061E-4
				2)	roto	5253	2386	1.216788E-5
				3)	rota	8102	687	3.503493E-6
				4)	roth	9459	402	2.0500788E-6
			8)	ron	0	0	0.0
				1)	ronm	971	34544	1.7616399E-4
				2)	rong	1403	23873	1.21745106E-4
				3)	ront	3361	6905	3.521342E-5
				4)	roni	4377	3954	2.0164209E-5
				5)	rono	7714	813	4.146055E-6
				6)	rone	8382	611	3.115916E-6
				7)	ron_	9378	413	2.1061755E-6
				8)	rona	10834	241	1.2290274E-6
				9)	rony	10900	235	1.1984291E-6
			9)	rou	0	0	0.0
				1)	roup	1019	33207	1.6934569E-4
				2)	roun	1537	21824	1.1129582E-4
				3)	roug	1623	20639	1.0525268E-4
				4)	rous	2120	14870	7.583252E-5
				5)	rout	4858	2937	1.4977814E-5
				6)	roud	5628	2012	1.0260594E-5
				7)	roub	6702	1254	6.395022E-6
			10)	rol	0	0	0.0
				1)	role	1376	24320	1.2402466E-4
				2)	rol_	2198	14283	7.283899E-5
				3)	roll	4086	4632	2.3621804E-5
				4)	rols	4383	3931	2.0046915E-5
				5)	roli	6815	1194	6.08904E-6
				6)	rolo	7613	848	4.3245445E-6
				7)	rold	9313	423	2.1571725E-6
			11)	roa	0	0	0.0
				1)	roac	1449	23259	1.1861389E-4
				2)	road	1521	22120	1.1280533E-4
				3)	roat	9868	341	1.7389972E-6
				4)	roam	10037	321	1.6370033E-6
			12)	rom	0	0	0.0
				1)	romo	1464	22926	1.1691569E-4
				2)	romi	1716	19520	9.9546116E-5
				3)	romp	5851	1838	9.373246E-6
				4)	roma	7773	794	4.0491605E-6
				5)	rom_	8800	518	2.641644E-6
				6)	rome	9162	449	2.2897646E-6
			13)	roj	0	0	0.0
				1)	roje	1635	20505	1.0456932E-4
			14)	ros	0	0	0.0
				1)	ross	1965	16610	8.470599E-5
				2)	rosp	3133	7845	4.0007137E-5
				3)	rose	4807	3017	1.538579E-5
				4)	ros_	6649	1282	6.5378135E-6
				5)	rost	7218	1006	5.130297E-6
				6)	rosi	7548	871	4.4418375E-6
				7)	rosc	10736	249	1.2698249E-6
			15)	ror	0	0	0.0
				1)	rori	2092	15037	7.668417E-5
				2)	ror_	5020	2694	1.3738588E-5
				3)	rors	6536	1335	6.8080976E-6
				4)	rore	10875	237	1.2086285E-6
			16)	row	0	0	0.0
				1)	rowt	2193	14298	7.291549E-5
				2)	row_	2421	12355	6.300677E-5
				3)	rowi	3862	5226	2.6651025E-5
				4)	rown	5739	1923	9.80672E-6
				5)	rows	7236	997	5.0843996E-6
				6)	rowe	7555	867	4.4214385E-6
				7)	rowd	10145	309	1.5758069E-6
			17)	rof	0	0	0.0
				1)	rofi	3327	7010	3.5748886E-5
				2)	rofe	3556	6159	3.1409043E-5
				3)	rofo	6554	1325	6.7571004E-6
			18)	roo	0	0	0.0
				1)	root	4668	3263	1.6640317E-5
				2)	room	4975	2762	1.4085367E-5
				3)	roof	5215	2436	1.2422865E-5
				4)	roop	6194	1558	7.94533E-6
			19)	roh	0	0	0.0
				1)	rohi	5143	2534	1.2922636E-5
			20)	rox	0	0	0.0
				1)	roxi	5206	2451	1.2499361E-5
			21)	rok	0	0	0.0
				1)	roke	5994	1705	8.694986E-6
			22)	roe	0	0	0.0
				1)	roec	6526	1342	6.8437953E-6
				2)	roeu	9232	437	2.2285683E-6
				3)	roen	9990	326	1.6625017E-6
			23)	roy	0	0	0.0
				1)	roye	6553	1325	6.7571004E-6
				2)	roy_	6912	1147	5.8493542E-6
				3)	royi	8153	674	3.4371967E-6
			24)	roz	0	0	0.0
				1)	rozo	7973	730	3.7227799E-6
				2)	roze	9185	445	2.269366E-6
			25)	roi	0	0	0.0
				1)	roik	9258	432	2.2030697E-6
				2)	roin	10637	256	1.3055228E-6
		5)	rt	0	0	0.0
			1)	rta	0	0	0.0
				1)	rtan	183	96013	4.896374E-4
				2)	rtai	1651	20328	1.0366667E-4
				3)	rtak	3141	7809	3.9823546E-5
				4)	rtat	6381	1431	7.2976686E-6
				5)	rtag	6731	1237	6.308327E-6
				6)	rtal	7813	782	3.987964E-6
				7)	rtab	7946	741	3.7788766E-6
			2)	rti	0	0	0.0
				1)	rtic	253	78073	3.9814875E-4
				2)	rtin	2152	14575	7.4328105E-5
				3)	rtie	2497	11707	5.970217E-5
				4)	rtio	2949	8784	4.4795754E-5
				5)	rtis	3928	5071	2.586057E-5
				6)	rtif	4711	3170	1.6166045E-5
				7)	rtia	5229	2418	1.2331071E-5
				8)	rtil	7765	796	4.05936E-6
				9)	rtiv	8314	631	3.2179098E-6
				10)	rtit	8821	514	2.6212451E-6
				11)	rtim	10903	234	1.1933295E-6
			3)	rts	0	0	0.0
				1)	rts_	521	53908	2.7491455E-4
				2)	rtse	5533	2097	1.0694068E-5
				3)	rtsi	9790	352	1.7950939E-6
			4)	rtu	0	0	0.0
				1)	rtun	787	40868	2.0841448E-4
				2)	rtur	4682	3228	1.6461827E-5
				3)	rtua	6096	1630	8.312509E-6
				4)	rtue	7956	736	3.7533782E-6
				5)	rtup	10371	285	1.453414E-6
			5)	rte	0	0	0.0
				1)	rteu	979	34274	1.7478707E-4
				2)	rted	1730	19249	9.81641E-5
				3)	rter	3490	6373	3.250038E-5
				4)	rten	8304	634	3.2332089E-6
				5)	rtes	9440	405	2.0653779E-6
				6)	rtel	10013	323	1.6472027E-6
			6)	rth	0	0	0.0
				1)	rthe	1283	26401	1.3463714E-4
				2)	rth_	2947	8789	4.4821252E-5
				3)	rthc	4778	3078	1.5696873E-5
				4)	rthy	5717	1949	9.939313E-6
				5)	rthl	6435	1402	7.1497775E-6
				6)	rthq	7146	1037	5.2883875E-6
				7)	rthw	7192	1013	5.1659945E-6
				8)	rthr	9867	341	1.7389972E-6
				9)	rths	10709	251	1.2800243E-6
			7)	rty	0	0	0.0
				1)	rty_	1813	18259	9.31154E-5
			8)	rtn	0	0	0.0
				1)	rtne	1881	17548	8.948951E-5
			9)	rtl	0	0	0.0
				1)	rtly	4424	3834	1.9552244E-5
			10)	rtc	0	0	0.0
				1)	rtco	5782	1893	9.65373E-6
			11)	rtt	0	0	0.0
				1)	rtte	6467	1383	7.052883E-6
				2)	rtti	8618	557	2.840532E-6
			12)	rtm	0	0	0.0
				1)	rtme	6673	1270	6.4766173E-6
			13)	rto	0	0	0.0
				1)	rto_	7783	791	4.0338614E-6
				2)	rtoo	9036	471	2.401958E-6
			14)	rtf	0	0	0.0
				1)	rtfo	8629	555	2.8303327E-6
				2)	rtfe	9898	338	1.7236981E-6
				3)	rtfa	10527	267	1.3616195E-6
			15)	rtg	0	0	0.0
				1)	rtga	9709	362	1.8460909E-6
			16)	rtr	0	0	0.0
				1)	rtra	9807	349	1.7797948E-6
				2)	rtre	10144	309	1.5758069E-6
		6)	rl	0	0	0.0
			1)	rly	0	0	0.0
				1)	rly_	336	67473	3.4409197E-4
				2)	rlyi	6466	1384	7.0579827E-6
			2)	rld	0	0	0.0
				1)	rld_	1144	29822	1.5208322E-4
				2)	rldw	5343	2281	1.1632413E-5
				3)	rlds	5826	1853	9.449742E-6
				4)	rld’	9384	412	2.1010758E-6
			3)	rli	0	0	0.0
				1)	rlia	1647	20351	1.0378397E-4
				2)	rlin	3437	6612	3.3719207E-5
				3)	rlie	3745	5564	2.8374723E-5
			4)	rlo	0	0	0.0
				1)	rloo	6904	1151	5.869753E-6
				2)	rloc	10850	239	1.218828E-6
			5)	rls	0	0	0.0
				1)	rls_	7662	826	4.212351E-6
			6)	rle	0	0	0.0
				1)	rles	8756	527	2.6875412E-6
			7)	rla	0	0	0.0
				1)	rlap	9101	458	2.335662E-6
				2)	rlan	11065	222	1.1321331E-6
		7)	rk	0	0	0.0
			1)	rke	0	0	0.0
				1)	rket	480	56593	2.8860723E-4
				2)	rker	2072	15239	7.771431E-5
				3)	rked	3310	7087	3.6141562E-5
				4)	rkey	7895	758	3.8655717E-6
			2)	rki	0	0	0.0
				1)	rkin	1519	22137	1.1289203E-4
			3)	rks	0	0	0.0
				1)	rks_	2339	13010	6.634708E-5
				2)	rksh	10851	239	1.218828E-6
			4)	rka	0	0	0.0
				1)	rkab	5812	1865	9.510938E-6
			5)	rkp	0	0	0.0
				1)	rkpl	7169	1022	5.211892E-6
			6)	rkf	0	0	0.0
				1)	rkfo	7299	969	4.941608E-6
			7)	rkl	0	0	0.0
				1)	rkli	11353	201	1.0250394E-6
		8)	rs	0	0	0.0
			1)	rst	0	0	0.0
				1)	rst_	547	52266	2.6654085E-4
				2)	rsta	1742	19072	9.726145E-5
				3)	rstl	2580	11140	5.681064E-5
				4)	rsto	4591	3391	1.7293078E-5
				5)	rstr	9528	391	1.993982E-6
				6)	rste	10308	291	1.4840123E-6
			2)	rse	0	0	0.0
				1)	rse_	740	42415	2.1630371E-4
				2)	rsel	2513	11592	5.9115704E-5
				3)	rsed	5549	2081	1.0612473E-5
				4)	rsec	5921	1784	9.097862E-6
				5)	rses	6193	1558	7.94533E-6
				6)	rsen	7052	1074	5.4770762E-6
				7)	rsem	7417	925	4.717221E-6
				8)	rsea	8910	495	2.5243507E-6
				9)	rsev	9679	367	1.8715893E-6
				10)	rsee	9757	356	1.8154927E-6
				11)	rser	11333	202	1.0301391E-6
			3)	rso	0	0	0.0
				1)	rson	1630	20550	1.04798804E-4
				2)	rsom	10268	295	1.5044111E-6
			4)	rsh	0	0	0.0
				1)	rshi	1850	17893	9.1248905E-5
				2)	rsh_	8459	594	3.029221E-6
				3)	rsha	10027	322	1.6421029E-6
			5)	rsi	0	0	0.0
				1)	rsit	3182	7622	3.88699E-5
				2)	rsio	4469	3695	1.8843386E-5
				3)	rsis	5991	1713	8.735784E-6
				4)	rsia	6349	1453	7.409862E-6
				5)	rsif	6776	1217	6.206333E-6
				6)	rsig	8357	617	3.146514E-6
				7)	rsin	8510	581	2.9629248E-6
				8)	rsib	9222	439	2.2387676E-6
			6)	rsp	0	0	0.0
				1)	rspe	3554	6179	3.1511037E-5
				2)	rspa	8099	688	3.5085925E-6
			7)	rsu	0	0	0.0
				1)	rsue	4244	4267	2.1760414E-5
				2)	rsua	4579	3415	1.741547E-5
				3)	rsui	5620	2019	1.0296291E-5
			8)	rsa	0	0	0.0
				1)	rsal	4598	3377	1.7221682E-5
				2)	rsar	6485	1372	6.9967864E-6
				3)	rsat	9148	451	2.299964E-6
				4)	rsa_	11234	210	1.0709367E-6
			9)	rs’	0	0	0.0
				1)	rs’_	6798	1202	6.129838E-6
			10)	rsy	0	0	0.0
				1)	rsy_	9113	456	2.3254624E-6
		9)	rd	0	0	0.0
			1)	rds	0	0	0.0
				1)	rds_	610	48060	2.450915E-4
				2)	rdsh	10253	296	1.5095108E-6
				3)	rdst	10528	267	1.3616195E-6
			2)	rdi	0	0	0.0
				1)	rdin	727	42979	2.1917994E-4
				2)	rdis	5126	2550	1.3004232E-5
				3)	rdia	7838	775	3.9522665E-6
				4)	rdic	8703	538	2.7436379E-6
				5)	rdiz	9657	370	1.8868884E-6
			3)	rde	0	0	0.0
				1)	rder	1045	32463	1.6555151E-4
				2)	rded	3420	6665	3.398949E-5
				3)	rden	3695	5706	2.909888E-5
				4)	rdep	8831	512	2.6110456E-6
				5)	rdev	9163	449	2.2897646E-6
				6)	rdes	9996	325	1.657402E-6
			4)	rda	0	0	0.0
				1)	rdan	3560	6150	3.1363146E-5
				2)	rday	3611	5983	3.0511497E-5
				3)	rdab	8092	690	3.518792E-6
			5)	rdl	0	0	0.0
				1)	rdly	3948	5000	2.5498493E-5
				2)	rdle	5637	2004	1.02197955E-5
				3)	rdlo	8787	520	2.6518433E-6
			6)	rdc	0	0	0.0
				1)	rdco	6719	1245	6.3491248E-6
			7)	rdo	0	0	0.0
				1)	rdou	6936	1131	5.767759E-6
			8)	rdu	0	0	0.0
				1)	rdue	9243	434	2.2132692E-6
			9)	rdy	0	0	0.0
				1)	rdy_	10513	268	1.3667192E-6
			10)	rdw	0	0	0.0
				1)	rdwo	10791	244	1.2443264E-6
		10)	rm	0	0	0.0
			1)	rms	0	0	0.0
				1)	rms_	663	45225	2.3063387E-4
			2)	rma	0	0	0.0
				1)	rmat	1044	32503	1.657555E-4
				2)	rmal	2764	9765	4.9798557E-5
				3)	rman	3012	8467	4.317915E-5
				4)	rmar	6132	1597	8.144219E-6
				5)	rmac	6294	1479	7.542454E-6
				6)	rmam	7163	1026	5.2322907E-6
			3)	rmi	0	0	0.0
				1)	rmin	1500	22475	1.1461572E-4
				2)	rmit	4034	4800	2.4478553E-5
				3)	rmis	6692	1256	6.4052215E-6
			4)	rme	0	0	0.0
				1)	rmer	2134	14736	7.514916E-5
				2)	rmed	2273	13670	6.971288E-5
				3)	rmen	4522	3567	1.8190625E-5
				4)	rmes	10408	280	1.4279155E-6
				5)	rmea	11045	225	1.1474322E-6
			5)	rmo	0	0	0.0
				1)	rmon	2754	9864	5.0303428E-5
				2)	rmou	3916	5094	2.5977864E-5
				3)	rmos	6512	1351	6.889693E-6
				4)	rmod	10065	317	1.6166044E-6
			6)	rml	0	0	0.0
				1)	rmly	4099	4599	2.3453513E-5
			7)	rmu	0	0	0.0
				1)	rmul	4575	3430	1.7491966E-5
			8)	rmf	0	0	0.0
				1)	rmfu	5603	2028	1.0342189E-5
			9)	rmy	0	0	0.0
				1)	rmy_	6108	1620	8.2615115E-6
		11)	ru	0	0	0.0
			1)	ruc	0	0	0.0
				1)	ruct	801	40308	2.0555865E-4
				2)	ruci	2901	9016	4.5978883E-5
				3)	ruck	6471	1382	7.0477836E-6
			2)	rul	0	0	0.0
				1)	rule	1073	31756	1.6194602E-4
				2)	ruly	4449	3759	1.9169767E-5
				3)	ruli	5862	1830	9.332448E-6
			3)	rum	0	0	0.0
				1)	rume	2011	15971	8.144729E-5
				2)	rum_	4972	2768	1.4115965E-5
				3)	rums	9633	374	1.9072872E-6
				4)	rumo	9691	364	1.8562903E-6
			4)	rue	0	0	0.0
				1)	rue_	2650	10586	5.3985408E-5
				2)	ruel	7692	818	4.1715534E-6
			5)	rus	0	0	0.0
				1)	rust	3118	7901	4.0292718E-5
				2)	rush	7043	1080	5.5076744E-6
				3)	rus_	7425	920	4.6917226E-6
				4)	russ	7856	771	3.9318675E-6
				5)	ruse	10012	323	1.6472027E-6
				6)	rusi	11265	208	1.0607373E-6
			6)	rup	0	0	0.0
				1)	rupt	3484	6417	3.2724765E-5
				2)	rupu	9128	454	2.3152631E-6
			7)	rur	0	0	0.0
				1)	rura	3670	5796	2.9557852E-5
			8)	rui	0	0	0.0
				1)	ruit	4308	4118	2.1000558E-5
				2)	ruin	7989	727	3.7074808E-6
			9)	rug	0	0	0.0
				1)	rugs	4422	3841	1.9587942E-5
				2)	rugg	5381	2241	1.1428425E-5
				3)	rug_	5516	2108	1.0750165E-5
			10)	run	0	0	0.0
				1)	run_	4471	3692	1.8828086E-5
				2)	runn	5263	2370	1.2086286E-5
				3)	runs	7612	848	4.3245445E-6
				4)	runu	8617	557	2.840532E-6
			11)	rut	0	0	0.0
				1)	ruth	4621	3334	1.7002394E-5
				2)	ruti	5752	1912	9.750624E-6
				3)	ruta	6718	1245	6.3491248E-6
			12)	rud	0	0	0.0
				1)	rude	6278	1490	7.598551E-6
			13)	rub	0	0	0.0
				1)	rubb	8399	607	3.095517E-6
			14)	rux	0	0	0.0
				1)	rux_	11136	218	1.1117343E-6
		12)	rn	0	0	0.0
			1)	rna	0	0	0.0
				1)	rnat	829	39420	2.0103011E-4
				2)	rnal	1263	26964	1.3750826E-4
				3)	rnan	4213	4339	2.2127591E-5
			2)	rnm	0	0	0.0
				1)	rnme	1175	29178	1.4879901E-4
			3)	rni	0	0	0.0
				1)	rnin	1222	27747	1.4150134E-4
				2)	rnis	5006	2710	1.3820183E-5
				3)	rnit	6916	1144	5.834055E-6
				4)	rnig	9914	336	1.7134987E-6
				5)	rniz	10389	283	1.4432147E-6
			4)	rne	0	0	0.0
				1)	rned	1274	26679	1.3605486E-4
				2)	rner	6176	1568	7.996327E-6
				3)	rnes	6379	1432	7.302768E-6
				4)	rne_	6714	1247	6.3593243E-6
				5)	rney	6877	1168	5.9564477E-6
				6)	rnet	8570	567	2.891529E-6
			5)	rns	0	0	0.0
				1)	rns_	2012	15954	8.136059E-5
			6)	rno	0	0	0.0
				1)	rnoo	5508	2113	1.0775663E-5
				2)	rnog	7820	780	3.9777647E-6
				3)	rnov	9636	373	1.9021876E-6
				4)	rnou	9692	364	1.8562903E-6
				5)	rnor	11260	209	1.065837E-6
			7)	rnt	0	0	0.0
				1)	rnt_	7448	908	4.6305263E-6
		13)	rr	0	0	0.0
			1)	rre	0	0	0.0
				1)	rren	852	38631	1.9700645E-4
				2)	rred	2619	10861	5.5387827E-5
				3)	rrec	2839	9325	4.7554688E-5
				4)	rres	3075	8105	4.1333056E-5
				5)	rreg	5579	2059	1.0500279E-5
				6)	rrea	6392	1426	7.27217E-6
				7)	rrel	6529	1340	6.833596E-6
				8)	rrep	8251	645	3.2893056E-6
				9)	rrev	8589	563	2.8711304E-6
				10)	rre_	10947	232	1.18313E-6
			2)	rro	0	0	0.0
				1)	rror	1749	19020	9.6996264E-5
				2)	rrow	2530	11485	5.8570036E-5
				3)	rrou	5827	1848	9.424243E-6
				4)	rrog	8155	673	3.4320972E-6
				5)	rrot	11310	204	1.0403385E-6
			3)	rri	0	0	0.0
				1)	rrie	2024	15851	8.083532E-5
				2)	rrit	3036	8341	4.2536587E-5
				3)	rrin	4204	4354	2.2204087E-5
				4)	rriv	4559	3483	1.776225E-5
				5)	rrib	5564	2071	1.0561475E-5
				6)	rrid	7313	963	4.91101E-6
				7)	rria	7515	884	4.5081333E-6
				8)	rrif	7972	730	3.7227799E-6
				9)	rric	8896	498	2.5396498E-6
				10)	rrig	10182	304	1.5503084E-6
				11)	rril	11259	209	1.065837E-6
			4)	rry	0	0	0.0
				1)	rry_	2777	9683	4.9380382E-5
				2)	rryi	4272	4197	2.1403435E-5
			5)	rra	0	0	0.0
				1)	rran	3427	6641	3.3867098E-5
				2)	rras	9002	478	2.437656E-6
				3)	rral	9095	460	2.3458613E-6
				4)	rrat	9129	454	2.3152631E-6
			6)	rru	0	0	0.0
				1)	rrup	4208	4350	2.2183689E-5
		14)	rv	0	0	0.0
			1)	rvi	0	0	0.0
				1)	rvic	1076	31671	1.6151255E-4
				2)	rvis	4045	4766	2.4305164E-5
				3)	rvin	5261	2372	1.2096485E-5
				4)	rviv	5283	2348	1.1974093E-5
				5)	rvie	7060	1070	5.4566776E-6
			2)	rve	0	0	0.0
				1)	rve_	2699	10249	5.226681E-5
				2)	rven	3091	8056	4.108317E-5
				3)	rves	3920	5084	2.5926867E-5
				4)	rved	4185	4391	2.2392776E-5
				5)	rver	5249	2388	1.217808E-5
				6)	rvei	6315	1468	7.4863574E-6
				7)	rvey	7212	1007	5.1353963E-6
				8)	rvel	11364	200	1.0199398E-6
			3)	rva	0	0	0.0
				1)	rvat	3033	8346	4.2562086E-5
