Italian	4	205693006	11141
			8)	bus	0	0	0.0
				1)	bust	5397	2888	8.432562E-6
				2)	busi	5625	2543	7.4252093E-6
				3)	buso	7035	1271	3.7111447E-6
				4)	bus_	7649	965	2.8176669E-6
				5)	busa	8925	518	1.5124886E-6
			9)	bul	0	0	0.0
				1)	bulg	7985	806	2.353409E-6
			10)	bud	0	0	0.0
				1)	budg	10638	247	7.2120594E-7
		9)	bc	0	0	0.0
			1)	bcu	0	0	0.0
				1)	bcun	7434	1057	3.0862943E-6
			2)	bci	0	0	0.0
				1)	bcin	7460	1043	3.0454162E-6
				2)	bcim	10388	273	7.9712237E-7
			3)	bco	0	0	0.0
				1)	bcon	9197	455	1.3285372E-6
				2)	bcoc	10855	226	6.598888E-7
				3)	bcor	11141	200	5.8397245E-7
			4)	bce	0	0	0.0
				1)	bceu	9398	416	1.2146627E-6
				2)	bces	10042	319	9.3143603E-7
			5)	bca	0	0	0.0
				1)	bcal	9595	385	1.1241469E-6
				2)	bcam	9652	374	1.0920285E-6
				3)	bcac	10068	315	9.197566E-7
				4)	bcar	10429	269	7.854429E-7
				5)	bcan	10894	222	6.482094E-7
				6)	bcas	10995	212	6.190108E-7
		10)	bs	0	0	0.0
			1)	bso	0	0	0.0
				1)	bsol	8391	669	1.9533877E-6
			2)	bsa	0	0	0.0
				1)	bsah	10277	289	8.4384016E-7
	20)	f	0	0	0.0
		1)	fi	0	0	0.0
			1)	fic	0	0	0.0
				1)	fica	233	138374	4.04033E-4
				2)	fici	528	80233	2.342693E-4
				3)	fico	1725	27040	7.8953075E-5
				4)	fich	2145	20344	5.9401675E-5
				5)	ficu	6954	1309	3.8220996E-6
				6)	fice	8566	615	1.7957152E-6
			2)	fin	0	0	0.0
				1)	fina	516	81850	2.3899072E-4
				2)	fine	787	58950	1.7212587E-4
				3)	fini	1087	45563	1.3303768E-4
				4)	finc	2126	20675	6.036815E-5
				5)	fino	2275	18693	5.458098E-5
				6)	fin_	4323	5245	1.5314678E-5
				7)	finl	6581	1577	4.6046225E-6
				8)	fint	7459	1043	3.0454162E-6
				9)	fing	10081	314	9.168367E-7
			3)	fid	0	0	0.0
				1)	fida	2989	11778	3.4390137E-5
				2)	fidu	3155	10764	3.1429397E-5
				3)	fide	3689	7629	2.2275628E-5
				4)	fido	7085	1248	3.6439878E-6
				5)	fidi	8714	579	1.6906001E-6
			4)	fiu	0	0	0.0
				1)	fiut	3008	11653	3.4025154E-5
				2)	fium	7899	848	2.4760432E-6
			5)	fis	0	0	0.0
				1)	fiss	3075	11290	3.2965243E-5
				2)	fisc	3184	10613	3.0988496E-5
				3)	fisi	5885	2228	6.505453E-6
				4)	fist	9086	479	1.398614E-6
			6)	fir	0	0	0.0
				1)	firm	3807	7059	2.0611307E-5
			7)	fit	0	0	0.0
				1)	fitt	4010	6309	1.842141E-5
				2)	fito	8932	516	1.5066489E-6
			8)	fig	0	0	0.0
				1)	figu	4634	4468	1.3045944E-5
				2)	figl	5077	3417	9.977169E-6
				3)	figg	7121	1235	3.6060298E-6
			9)	fil	0	0	0.0
				1)	filo	4891	3787	1.1057518E-5
				2)	fili	6475	1660	4.846971E-6
				3)	fila	7100	1240	3.620629E-6
				4)	film	8669	590	1.7227187E-6
				5)	filt	9157	462	1.3489763E-6
				6)	file	10652	246	7.1828606E-7
			10)	fia	0	0	0.0
				1)	fia_	5844	2270	6.6280872E-6
				2)	fian	6401	1723	5.0309222E-6
				3)	fiam	8751	569	1.6614016E-6
			11)	fio	0	0	0.0
				1)	fior	7499	1029	3.004538E-6
			12)	fie	0	0	0.0
				1)	fier	7650	963	2.8118272E-6
				2)	fie_	9500	400	1.1679449E-6
			13)	fib	0	0	0.0
				1)	fibr	10035	320	9.343559E-7
		2)	fo	0	0	0.0
			1)	for	0	0	0.0
				1)	form	259	129909	3.7931636E-4
				2)	forz	864	55039	1.6070629E-4
				3)	forn	1649	28381	8.286861E-5
				4)	fort	2038	21797	6.3644235E-5
				5)	fors	2381	17170	5.0134033E-5
				6)	fore	4959	3667	1.0707135E-5
				7)	foru	7764	909	2.6541547E-6
				8)	forc	8820	548	1.6000845E-6
				9)	fora	9219	451	1.3168578E-6
				10)	fori	9502	399	1.165025E-6
				11)	foro	9521	396	1.1562654E-6
				12)	for_	9630	378	1.1037079E-6
			2)	fon	0	0	0.0
				1)	fond	465	88234	2.5763112E-4
				2)	font	3547	8376	2.4456765E-5
				3)	foni	6598	1557	4.5462252E-6
				4)	fono	9115	472	1.3781749E-6
				5)	fona	9974	329	9.606347E-7
			3)	fos	0	0	0.0
				1)	foss	2624	14566	4.253071E-5
			4)	fol	0	0	0.0
				1)	foll	6278	1820	5.314149E-6
			5)	fob	0	0	0.0
				1)	fobi	6498	1636	4.7768945E-6
			6)	foc	0	0	0.0
				1)	foca	6972	1298	3.789981E-6
				2)	foci	8275	704	2.0555829E-6
				3)	foco	9663	372	1.0861887E-6
				4)	foch	10732	237	6.9200735E-7
			7)	fog	0	0	0.0
				1)	fogl	8115	759	2.2161753E-6
			8)	fot	0	0	0.0
				1)	foto	8511	630	1.8395132E-6
			9)	fom	0	0	0.0
				1)	fome	10103	311	9.0807714E-7
		3)	fa	0	0	0.0
			1)	fat	0	0	0.0
				1)	fatt	306	117573	3.4329694E-4
				2)	fati	6723	1460	4.2629986E-6
				3)	fata	9082	480	1.4015338E-6
				4)	fate	9592	385	1.1241469E-6
			2)	fav	0	0	0.0
				1)	favo	744	62417	1.8224903E-4
			3)	far	0	0	0.0
				1)	fare	1040	47194	1.3779997E-4
				2)	far_	2111	20759	6.061342E-5
				3)	fari	3031	11574	3.3794484E-5
				4)	farl	3501	8585	2.5067016E-5
				5)	farm	4901	3770	1.100788E-5
				6)	farà	5312	3005	8.7741855E-6
				7)	fars	5924	2188	6.388658E-6
				8)	farc	6784	1418	4.1403646E-6
				9)	fara	7348	1109	3.2381272E-6
				10)	farò	7612	979	2.858545E-6
				11)	farn	8300	694	2.0263844E-6
				12)	farv	9158	462	1.3489763E-6
				13)	fard	10337	280	8.175614E-7
				14)	faro	11022	209	6.1025116E-7
			4)	fac	0	0	0.0
				1)	face	2806	13150	3.839619E-5
				2)	facc	3067	11331	3.3084958E-5
				3)	faci	3303	9800	2.861465E-5
				4)	faco	5713	2404	7.0193487E-6
				5)	fact	10063	316	9.2267646E-7
			5)	fam	0	0	0.0
				1)	fami	3053	11440	3.3403223E-5
				2)	fame	6514	1627	4.7506155E-6
				3)	famo	7556	1000	2.919862E-6
				4)	fama	8453	648	1.8920707E-6
			6)	fas	0	0	0.0
				1)	fase	3307	9777	2.8547493E-5
				2)	fasc	5633	2530	7.387251E-6
				3)	fasi	5745	2360	6.890875E-6
				4)	fast	8345	680	1.9855063E-6
			7)	fan	0	0	0.0
				1)	fann	4179	5741	1.6762928E-5
				2)	fant	6155	1934	5.6470135E-6
				3)	fanz	6933	1324	3.8658973E-6
				4)	fano	8621	601	1.7548372E-6
				5)	fana	8867	536	1.5650461E-6
				6)	fanc	10488	262	7.650039E-7
				7)	fani	10689	242	7.066066E-7
				8)	fang	10961	215	6.2777036E-7
			8)	fal	0	0	0.0
				1)	fall	4256	5502	1.6065082E-5
				2)	fals	5623	2547	7.436889E-6
				3)	falo	10323	282	8.2340114E-7
			9)	faz	0	0	0.0
				1)	fazi	4307	5304	1.5486949E-5
			10)	fab	0	0	0.0
				1)	fabb	5602	2583	7.542004E-6
				2)	fabe	9052	487	1.4219729E-6
			11)	fau	0	0	0.0
				1)	faut	8502	633	1.8482727E-6
				2)	faun	9766	357	1.0423907E-6
		4)	ff	0	0	0.0
			1)	ffi	0	0	0.0
				1)	ffic	409	96828	2.8272442E-4
				2)	ffin	2241	19179	5.6000037E-5
				3)	ffid	3969	6479	1.8917786E-5
				4)	ffia	8483	640	1.8687118E-6
				5)	ffit	10451	266	7.7668335E-7
			2)	ffe	0	0	0.0
				1)	ffer	880	54251	1.5840544E-4
				2)	ffet	1214	40510	1.1828361E-4
				3)	ffe_	6531	1611	4.703898E-6
				4)	ffen	7970	814	2.3767677E-6
				5)	ffes	10411	271	7.912826E-7
			3)	ffr	0	0	0.0
				1)	ffro	1459	33207	9.695986E-5
				2)	ffri	3676	7678	2.24187E-5
				3)	ffre	4020	6283	1.8345494E-5
				4)	ffra	6544	1602	4.677619E-6
			4)	ffo	0	0	0.0
				1)	ffor	2072	21240	6.201787E-5
				2)	ffon	5828	2286	6.674805E-6
				3)	ffoc	8254	710	2.0731022E-6
			5)	ffa	0	0	0.0
				1)	ffar	3064	11350	3.3140434E-5
				2)	ffat	3972	6471	1.8894429E-5
				3)	ffaz	7226	1182	3.451277E-6
				4)	ffa_	9386	417	1.2175825E-6
				5)	ffam	9532	394	1.1504256E-6
				6)	ffac	10431	268	7.8252305E-7
			6)	ffu	0	0	0.0
				1)	ffus	4162	5783	1.6885562E-5
			7)	ffl	0	0	0.0
				1)	ffli	7456	1044	3.048336E-6
				2)	fflu	8091	766	2.2366144E-6
			8)	ffè	0	0	0.0
				1)	ffè_	10607	249	7.270457E-7
		5)	fr	0	0	0.0
			1)	fro	0	0	0.0
				1)	fron	500	83241	2.4305224E-4
				2)	frod	4542	4666	1.3624077E-5
			2)	fra	0	0	0.0
				1)	fra_	1965	22956	6.7028355E-5
				2)	fran	3096	11161	3.258858E-5
				3)	fras	3655	7806	2.2792445E-5
				4)	frat	5142	3281	9.580068E-6
				5)	frag	5880	2232	6.517132E-6
				6)	fraz	6651	1506	4.3973123E-6
				7)	fram	7036	1270	3.708225E-6
				8)	frap	9466	407	1.1883839E-6
				9)	frau	9678	369	1.0774291E-6
				10)	frai	9822	350	1.0219518E-6
			3)	fru	0	0	0.0
				1)	frut	2775	13373	3.9047318E-5
				2)	frui	6798	1409	4.1140856E-6
				3)	frus	7873	861	2.5140014E-6
			4)	fri	0	0	0.0
				1)	frir	3781	7178	2.095877E-5
				2)	fric	3822	7010	2.0468233E-5
				3)	fria	10137	307	8.963977E-7
				4)	frig	11073	205	5.985717E-7
			5)	fre	0	0	0.0
				1)	fre_	3857	6848	1.9995216E-5
				2)	fren	5456	2792	8.152255E-6
				3)	freq	5558	2640	7.708436E-6
				4)	fret	6658	1503	4.388553E-6
				5)	fred	7289	1146	3.346162E-6
				6)	fres	9059	486	1.419053E-6
				7)	free	9765	357	1.0423907E-6
		6)	fe	0	0	0.0
			1)	fer	0	0	0.0
				1)	ferm	981	49626	1.4490107E-4
				2)	feri	997	48973	1.4299441E-4
				3)	fere	1824	25407	7.4184936E-5
				4)	fert	3533	8430	2.4614437E-5
				5)	ferr	3773	7220	2.1081405E-5
				6)	fera	4325	5241	1.5302998E-5
				7)	fero	8866	536	1.5650461E-6
				8)	ferv	10564	254	7.41645E-7
				9)	fern	11049	207	6.0441147E-7
			2)	fet	0	0	0.0
				1)	fett	1047	47039	1.373474E-4
			3)	fes	0	0	0.0
				1)	fess	3232	10326	3.0150497E-5
				2)	fesa	3477	8724	2.5472877E-5
				3)	fest	3565	8285	2.4191058E-5
				4)	feso	8466	645	1.883311E-6
				5)	fesi	10419	270	7.883628E-7
				6)	fese	10420	270	7.883628E-7
			4)	fed	0	0	0.0
				1)	fede	3991	6371	1.860244E-5
			5)	fen	0	0	0.0
				1)	fend	4052	6191	1.8076866E-5
				2)	feno	4306	5305	1.5489868E-5
				3)	fens	6206	1886	5.50686E-6
			6)	feb	0	0	0.0
				1)	febb	5392	2891	8.441321E-6
			7)	fez	0	0	0.0
				1)	fezi	5879	2234	6.522972E-6
			8)	fel	0	0	0.0
				1)	feli	5945	2166	6.3244215E-6
			9)	fem	0	0	0.0
				1)	femm	6202	1890	5.5185396E-6
				2)	femi	9666	371	1.0832689E-6
			10)	fec	0	0	0.0
				1)	feco	9651	374	1.0920285E-6
				2)	fece	10793	232	6.77408E-7
		7)	fu	0	0	0.0
			1)	fut	0	0	0.0
				1)	futu	1249	39334	1.14849856E-4
				2)	futa	10117	310	9.0515726E-7
			2)	fun	0	0	0.0
				1)	funz	1853	24887	7.266661E-5
				2)	fung	6543	1602	4.677619E-6
				3)	fune	10552	255	7.4456483E-7
			3)	fuo	0	0	0.0
				1)	fuor	3756	7296	2.1303314E-5
				2)	fuoc	6637	1520	4.4381904E-6
			4)	fus	0	0	0.0
				1)	fusi	3840	6927	2.0225885E-5
				2)	fuso	6152	1938	5.6586928E-6
				3)	fusa	6607	1549	4.5228667E-6
				4)	fuse	8247	713	2.0818618E-6
			5)	fug	0	0	0.0
				1)	fugi	4798	4017	1.17290865E-5
				2)	fugh	5303	3019	8.815064E-6
				3)	fugg	5970	2132	6.225146E-6
				4)	fuga	7502	1027	2.9986984E-6
			6)	fum	0	0	0.0
				1)	fumo	7201	1194	3.4863153E-6
				2)	fuma	7483	1035	3.0220574E-6
			7)	fur	0	0	0.0
				1)	furo	8479	641	1.8716316E-6
				2)	furt	10248	292	8.525997E-7
				3)	furi	10834	227	6.628087E-7
			8)	ful	0	0	0.0
				1)	fulc	9601	384	1.1212271E-6
		8)	fl	0	0	0.0
			1)	fle	0	0	0.0
				1)	fles	2837	12840	3.749103E-5
				2)	flet	3978	6439	1.8800993E-5
			2)	fli	0	0	0.0
				1)	flit	3068	11328	3.3076198E-5
				2)	flig	7469	1039	3.0337367E-6
			3)	flu	0	0	0.0
				1)	flue	4007	6315	1.843893E-5
				2)	flus	5145	3274	9.559629E-6
				3)	flui	6005	2091	6.1054316E-6
				4)	fluo	7681	949	2.770949E-6
				5)	flut	9619	380	1.1095476E-6
				6)	flua	10215	297	8.6719905E-7
				7)	fluv	10697	241	7.036868E-7
			4)	flo	0	0	0.0
				1)	flot	5639	2517	7.349293E-6
				2)	flor	9819	351	1.0248716E-6
			5)	fla	0	0	0.0
				1)	flaz	6126	1965	5.737529E-6
				2)	flag	8018	794	2.3183704E-6
		9)	fg	0	0	0.0
			1)	fgh	0	0	0.0
				1)	fgha	6209	1884	5.50102E-6
			2)	fga	0	0	0.0
				1)	fgan	10936	218	6.3652993E-7
		10)	ft	0	0	0.0
			1)	fta	0	0	0.0
				1)	fta_	8068	772	2.2541335E-6
				2)	ftal	11021	209	6.1025116E-7
			2)	ftw	0	0	0.0
				1)	ftwa	9372	419	1.2234223E-6
		11)	fm	0	0	0.0
			1)	fmi	0	0	0.0
				1)	fmi_	11138	200	5.8397245E-7
	21)	v	0	0	0.0
		1)	vo	0	0	0.0
			1)	vol	0	0	0.0
				1)	vole	263	128337	3.7472634E-4
				2)	volt	514	82125	2.3979368E-4
				3)	voli	872	54694	1.5969895E-4
				4)	volg	1258	38806	1.1330817E-4
				5)	volo	2478	16105	4.702438E-5
				6)	volu	3058	11400	3.328643E-5
				7)	vola	4345	5178	1.5119046E-5
				8)	volm	4485	4837	1.4123373E-5
				9)	volv	7682	948	2.7680294E-6
			2)	vor	0	0	0.0
				1)	voro	653	68349	1.9956965E-4
				2)	vorr	677	66348	1.9372701E-4
				3)	vore	860	55210	1.612056E-4
				4)	vora	1395	34764	1.01506084E-4
				5)	vori	2576	15042	4.3920565E-5
				6)	vorz	9690	367	1.0715894E-6
			3)	vot	0	0	0.0
				1)	vota	1083	45646	1.3328003E-4
				2)	voto	2747	13642	3.983276E-5
				3)	vote	4849	3886	1.1346584E-5
				4)	voti	5201	3180	9.2851615E-6
			4)	von	0	0	0.0
				1)	vono	1180	41945	1.2247362E-4
				2)	von_	8016	794	2.3183704E-6
			5)	vog	0	0	0.0
				1)	vogl	1534	31241	9.1219415E-5
			6)	voc	0	0	0.0
				1)	voca	2718	13824	4.0364175E-5
				2)	voce	4322	5251	1.5332196E-5
				3)	voci	6309	1799	5.252832E-6
				4)	voch	7680	949	2.770949E-6
				5)	voco	9435	411	1.2000634E-6
			7)	vos	0	0	0.0
				1)	vost	3332	9596	2.8018998E-5
				2)	voso	11026	209	6.1025116E-7
			8)	voi	0	0	0.0
				1)	voi_	3826	6984	2.0392317E-5
			9)	vod	0	0	0.0
				1)	vodk	10905	221	6.4528956E-7
		2)	ve	0	0	0.0
			1)	ver	0	0	0.0
				1)	vers	374	101527	2.9644484E-4
				2)	vere	681	66303	1.9359562E-4
				3)	vern	954	50848	1.4846915E-4
				4)	vero	1472	32951	9.6212374E-5
				5)	veri	1807	25653	7.4903226E-5
				6)	vert	2242	19168	5.5967917E-5
				7)	vera	2323	17894	5.224801E-5
				8)	ver_	2368	17352	5.0665447E-5
				9)	verr	2722	13811	4.0326217E-5
				10)	verg	3709	7494	2.1881448E-5
				11)	verb	3930	6575	1.9198094E-5
				12)	verd	4393	5069	1.4800781E-5
				13)	verà	5320	2996	8.747907E-6
				14)	verl	6122	1967	5.743369E-6
				15)	verc	7977	809	2.3621685E-6
				16)	verm	8260	707	2.0643424E-6
				17)	verò	11034	208	6.0733134E-7
			2)	ven	0	0	0.0
				1)	vent	750	61996	1.8101977E-4
				2)	veng	1236	39627	1.1570538E-4
				3)	veni	1492	32456	9.476705E-5
				4)	venz	2310	18035	5.2659714E-5
				5)	venu	2788	13274	3.875825E-5
				6)	vend	2826	12941	3.7785936E-5
				7)	vene	5450	2801	8.178534E-6
				8)	venn	8286	699	2.0409836E-6
				9)	vena	8689	585	1.7081194E-6
			3)	vel	0	0	0.0
				1)	vell	919	52220	1.524752E-4
				2)	vela	4394	5064	1.4786182E-5
				3)	velo	5211	3165	9.241364E-6
				4)	vele	7733	922	2.692113E-6
				5)	veli	9148	465	1.3577359E-6
			4)	ved	0	0	0.0
				1)	vede	1546	30914	9.026462E-5
				2)	vedi	3108	11079	3.234915E-5
				3)	vedo	4476	4853	1.4170091E-5
				4)	veda	4496	4797	1.4006579E-5
				5)	vedì	5935	2176	6.35362E-6
				6)	vedr	6524	1615	4.7155772E-6
				7)	vedu	6947	1314	3.836699E-6
			5)	ves	0	0	0.0
				1)	vest	1676	27883	8.141452E-5
				2)	vess	3172	10671	3.1157848E-5
				3)	vesc	8342	680	1.9855063E-6
			6)	vec	0	0	0.0
				1)	vece	2205	19555	5.7097903E-5
				2)	vecc	4028	6258	1.8272498E-5
			7)	vev	0	0	0.0
				1)	veva	2694	13966	4.0778796E-5
				2)	vevo	5722	2392	6.9843104E-6
			8)	vet	0	0	0.0
				1)	vett	4158	5803	1.694396E-5
				2)	vete	4300	5320	1.5533667E-5
				3)	veto	7972	812	2.370928E-6
				4)	vetr	10883	222	6.482094E-7
			9)	vei	0	0	0.0
				1)	veic	4475	4855	1.4175931E-5
			10)	vem	0	0	0.0
				1)	vemb	4713	4238	1.2374376E-5
				2)	veme	5017	3552	1.037135E-5
			11)	veg	0	0	0.0
				1)	vegl	5100	3370	9.839935E-6
				2)	vege	7433	1057	3.0862943E-6
		3)	vi	0	0	0.0
			1)	vil	0	0	0.0
				1)	vilu	594	73620	2.1496025E-4
				2)	vile	3051	11446	3.3420743E-5
				3)	vili	4360	5138	1.50022515E-5
				4)	vilt	6812	1401	4.0907266E-6
				5)	vill	8023	791	2.3096109E-6
			2)	via	0	0	0.0
				1)	via_	691	65790	1.9209772E-4
				2)	viam	2122	20683	6.0391507E-5
				3)	viar	2609	14766	4.3114684E-5
				4)	viat	3416	9084	2.6524027E-5
				5)	viag	4584	4576	1.3361289E-5
				6)	viaz	6403	1722	5.0280028E-6
				7)	vian	6551	1593	4.6513405E-6
				8)	vial	9722	363	1.05991E-6
			3)	vis	0	0	0.0
				1)	vist	829	56764	1.6574305E-4
				2)	visi	1496	32305	9.432615E-5
				3)	viso	2753	13576	3.964005E-5
				4)	viss	5332	2982	8.707029E-6
				5)	visa	5461	2787	8.137656E-6
				6)	vise	8396	666	1.9446281E-6
				7)	vism	10541	256	7.474847E-7
				8)	visc	11055	207	6.0441147E-7
			4)	vit	0	0	0.0
				1)	vita	1060	46634	1.3616485E-4
				2)	vità	1260	38735	1.1310086E-4
				3)	vitt	3055	11434	3.3385702E-5
				4)	vito	4036	6235	1.820534E-5
				5)	vite	5474	2767	8.079259E-6
				6)	viti	5658	2484	7.2529374E-6
				7)	vitù	8699	582	1.6993598E-6
			5)	viz	0	0	0.0
				1)	vizi	1389	34982	1.02142614E-4
				2)	vizz	8639	597	1.7431577E-6
			6)	vid	0	0	0.0
				1)	vide	1801	25734	7.513973E-5
				2)	vidu	3081	11255	3.286305E-5
				3)	vido	4167	5773	1.6856364E-5
				4)	vidi	5668	2475	7.226659E-6
				5)	vida	7380	1091	3.1855695E-6
			7)	vio	0	0	0.0
				1)	viol	1966	22934	6.6964116E-5
				2)	vio_	3561	8298	2.4229015E-5
				3)	vion	8704	581	1.6964399E-6
			8)	vie	0	0	0.0
				1)	vien	1984	22634	6.6088156E-5
				2)	viet	3257	10153	2.964536E-5
				3)	vie_	5316	2998	8.753746E-6
				4)	vier	7590	982	2.8673046E-6
				5)	viep	10971	214	6.248505E-7
			9)	vic	0	0	0.0
				1)	vici	2577	15038	4.3908887E-5
				2)	vice	4362	5130	1.4978893E-5
				3)	vico	7946	825	2.4088863E-6
			10)	vin	0	0	0.0
				1)	vinc	2839	12836	3.747935E-5
				2)	vint	3526	8447	2.4664076E-5
				3)	vino	5259	3076	8.981496E-6
				4)	vinz	5427	2838	8.286569E-6
				5)	vini	5703	2420	7.0660662E-6
				6)	vina	5974	2124	6.201787E-6
				7)	vine	9587	386	1.1270668E-6
			11)	vig	0	0	0.0
				1)	vigo	3151	10771	3.1449836E-5
				2)	vigi	3279	9980	2.9140225E-5
				3)	vige	5194	3194	9.32604E-6
				4)	viga	5823	2291	6.689404E-6
				5)	vigl	7846	873	2.5490397E-6
				6)	vign	10012	324	9.4603536E-7
			12)	viv	0	0	0.0
				1)	vive	3473	8743	2.5528354E-5
				2)	vivo	4701	4281	1.249993E-5
				3)	viva	5377	2908	8.490959E-6
				4)	vivi	6113	1979	5.7784073E-6
			13)	vim	0	0	0.0
				1)	vime	4871	3838	1.1206431E-5
			14)	vir	0	0	0.0
				1)	virt	5621	2548	7.4398085E-6
				2)	vire	6472	1662	4.852811E-6
				3)	viru	8206	725	2.1169E-6
				4)	virà	8828	545	1.5913249E-6
				5)	vira	9504	399	1.165025E-6
				6)	virs	10986	213	6.219306E-7
			15)	vib	0	0	0.0
				1)	vibi	7643	966	2.8205868E-6
			16)	vii	0	0	0.0
				1)	vii_	9095	476	1.3898543E-6
		4)	vr	0	0	0.0
			1)	vre	0	0	0.0
				1)	vreb	918	52248	1.5255695E-4
				2)	vrem	1864	24697	7.2111834E-5
				3)	vrei	5579	2615	7.63544E-6
				4)	vret	8946	510	1.4891297E-6
				5)	vres	10058	316	9.2267646E-7
				6)	vre_	10219	296	8.642792E-7
			2)	vrà	0	0	0.0
				1)	vrà_	2437	16490	4.8148526E-5
			3)	vra	0	0	0.0
				1)	vran	2679	14087	4.1132098E-5
				2)	vra_	7309	1133	3.3082038E-6
				3)	vrap	7688	945	2.7592698E-6
				4)	vrac	9122	469	1.3694154E-6
				5)	vras	11054	207	6.0441147E-7
			4)	vrò	0	0	0.0
				1)	vrò_	9093	477	1.3927743E-6
		5)	va	0	0	0.0
			1)	van	0	0	0.0
				1)	vant	1292	37716	1.1012552E-4
				2)	vano	2016	22126	6.460487E-5
				3)	vanz	2754	13548	3.9558294E-5
				4)	vani	3066	11334	3.309372E-5
				5)	vann	3955	6497	1.8970344E-5
				6)	vand	5090	3380	9.869134E-6
				7)	van_	6906	1337	3.9038555E-6
				8)	vane	7337	1114	3.2527264E-6
				9)	vang	8430	655	1.9125098E-6
				10)	vana	11056	207	6.0441147E-7
			2)	vam	0	0	0.0
				1)	vame	1311	37179	1.0855756E-4
				2)	vamo	3989	6381	1.8631641E-5
			3)	vaz	0	0	0.0
				1)	vazi	1448	33438	9.763435E-5
			4)	var	0	0	0.0
				1)	vare	1453	33290	9.720221E-5
				2)	vari	1985	22614	6.602976E-5
				3)	vars	6466	1668	4.87033E-6
				4)	vara	6747	1442	4.210441E-6
				5)	varr	7797	894	2.6103567E-6
				6)	varc	7878	857	2.5023219E-6
				7)	varl	7893	850	2.4818828E-6
				8)	varo	8681	586	1.7110392E-6
				9)	varn	10435	268	7.8252305E-7
			5)	vat	0	0	0.0
				1)	vato	1501	32182	9.3967006E-5
				2)	vati	2389	17054	4.979533E-5
				3)	vata	2955	12033	3.51347E-5
				4)	vate	3710	7492	2.1875607E-5
				5)	vatr	9898	339	9.898332E-7
			6)	val	0	0	0.0
				1)	valu	1657	28240	8.245691E-5
				2)	valo	2231	19271	5.6268662E-5
				3)	vale	2360	17445	5.0936997E-5
				4)	vali	3225	10359	3.0246852E-5
				5)	vall	6177	1914	5.588616E-6
				6)	valg	6387	1734	5.063041E-6
				7)	vals	8493	635	1.8541125E-6
			7)	vag	0	0	0.0
				1)	vagu	4182	5729	1.672789E-5
				2)	vagl	7222	1183	3.454197E-6
				3)	vaga	9048	488	1.4248927E-6
				4)	vagg	9107	473	1.3810948E-6
				5)	vagh	9432	412	1.2029832E-6
				6)	vago	9576	387	1.1299867E-6
			8)	vas	0	0	0.0
				1)	vast	4241	5577	1.6284072E-5
				2)	vasi	7210	1187	3.4658763E-6
				3)	vass	8841	541	1.5796454E-6
				4)	vaso	9531	394	1.1504256E-6
			9)	vab	0	0	0.0
				1)	vabi	4552	4648	1.3571519E-5
			10)	vad	0	0	0.0
				1)	vada	4875	3819	1.11509535E-5
				2)	vade	9669	371	1.0832689E-6
				3)	vado	10558	254	7.41645E-7
			11)	vac	0	0	0.0
				1)	vacc	5272	3055	8.9201785E-6
				2)	vaca	8130	752	2.1957362E-6
				3)	vacy	8558	617	1.801555E-6
				4)	vace	10126	308	8.993175E-7
				5)	vaci	10266	290	8.4676003E-7
				6)	vacu	10344	279	8.146415E-7
			12)	vav	0	0	0.0
				1)	vava	8385	669	1.9533877E-6
				2)	vavo	11132	200	5.8397245E-7
			13)	vai	0	0	0.0
				1)	vaid	9860	345	1.0073525E-6
			14)	va”	0	0	0.0
				1)	va”_	10863	224	6.5404913E-7
		6)	vu	0	0	0.0
			1)	vut	0	0	0.0
				1)	vuto	1800	25770	7.524485E-5
				2)	vuta	5861	2251	6.57261E-6
				3)	vuti	6558	1589	4.639661E-6
				4)	vute	6672	1495	4.365194E-6
			2)	vuo	0	0	0.0
				1)	vuol	3453	8853	2.584954E-5
				2)	vuot	6164	1927	5.6265744E-6
			3)	vul	0	0	0.0
				1)	vuln	5492	2736	7.988743E-6
				2)	vulg	8112	759	2.2161753E-6
				3)	vulc	10518	258	7.5332446E-7
			4)	vun	0	0	0.0
				1)	vunq	6379	1737	5.0718004E-6
		7)	vv	0	0	0.0
			1)	vvi	0	0	0.0
				1)	vvia	1900	24080	7.031028E-5
				2)	vvis	2762	13484	3.937142E-5
				3)	vvio	4224	5613	1.6389185E-5
				4)	vvic	4700	4283	1.25057695E-5
				5)	vvig	4986	3604	1.0523183E-5
				6)	vvie	5094	3376	9.857455E-6
				7)	vviv	5771	2338	6.8266377E-6
				8)	vvii	10951	216	6.3069024E-7
			2)	vve	0	0	0.0
				1)	vver	2018	22104	6.454063E-5
				2)	vven	2545	15406	4.4983397E-5
				3)	vved	3299	9826	2.8690565E-5
				4)	vvel	10882	222	6.482094E-7
			3)	vva	0	0	0.0
				1)	vval	5689	2442	7.1303034E-6
				2)	vvan	9470	406	1.185464E-6
			4)	vvo	0	0	0.0
				1)	vvoc	7080	1249	3.6469078E-6
		8)	v’	0	0	0.0
			1)	v’e	0	0	0.0
				1)	v’es	7531	1011	2.9519806E-6
	22)	h	0	0	0.0
		1)	ha	0	0	0.0
			1)	han	0	0	0.0
				1)	hann	477	86013	2.511461E-4
				2)	hani	6897	1343	3.9213746E-6
				3)	hand	9395	416	1.2146627E-6
				4)	hano	10807	230	6.715683E-7
			2)	har	0	0	0.0
				1)	hari	8927	517	1.5095687E-6
			3)	hab	0	0	0.0
				1)	habi	9944	333	9.723141E-7
